,Email Text,Email Type
164,"seeing the barn red all right , since we ' re putting in anomalies : how about the difference between "" jane imagined her spoon bent "" and "" uri geller imagined his spoon bent "" ? mark a . mandel dragon systems , inc . : speech recognition : + 1 617 965-5200 320 nevada st . : newton , mass . 02160 , usa : mark @ dragonsys . com",Safe Email
165,earth day - trash bash i hardly know what to say ! ! ! what a great turnout from the research department . we had 15 including spouses and children who worked check - in and picked up trash . thanks so much . everyone from community relations was blown away by the turnout we had from research . i heard very nice comments about our effort and about the fact that vince came out and worked . thanks again for all your support . i personally appreciated it and i know everyone else from enron that was involved in this event appreciated it because i got so many comments about our participation . i don ' t know what else to say but that you are a great group . anita,Safe Email
166,"computational linguistics / phd students 2nd call for papers 2nd annual cluk research colloquium ( cluk = computational linguistics u . k . ) january 11th - 12th 1999 university of essex the cluk colloquia aim to offer phd students in natural language processing and related disciplines an opportunity to present and discuss their work with members of the wider research community . the colloquia are organised as mini-conferences . candidates submit an abstract , which is refereed by the cluk programme committee . presentations are held in conference style sessions , to which senior established researchers are invited . the 2nd annual cluk research colloquium will be held at the university of essex , on monday 11th and tuesday 12th of january 1999 . this year , we are pleased to announce two invited speakers to the event : professor johanna moore ( university of edinburgh ) dr rens bod ( university of leeds ) details can be found on http : / / cswww . essex . ac . uk / staff / udo / cluk . the pages will be updated on an ongoing basis . for more information about the university of essex , the campus and how to get there , see http : / / www . essex . ac . uk / about / main . html - call for papers : dates and format authors are requested to submit a 500 word abstract of their presentation ( including name , address , email address and title ) to : anne de roeck department of computer science university of essex . wivenhoe park colchester co4 3sq email : deroe @ essex . ac . uk submissions as emailed ascii text are preferred , but hardcopy format will be accepted . submission deadline : november 23rd notification of acceptance : december 14th abstracts will be refereed by the programme committee : anne de roeck , university of essex ( chair ) adam kilgarriff , university of brighton diana maynard , manchester metropolitan university mark moens , university of edinburgh nicholas ostler , linguacubun ltd . john tait , university of sunderland carole tiberius , university of brighton yorick wilks , university of sheffield the cluk committee will actively pursue a means of publishing selected full papers in a journal or monograph series . - local arrangements and cost the meeting will start at 11 am on january 11th , and will finish after lunch on january 12th . it is organised by the organising committee ( email : cluk2 @ essex . ac . uk ) : anne de roeck udo kruschwitz nick webb rachele winn - secretarial cost of participation is 55 ukp and includes tea / coffee , lunches and dinner with wine . accommodation will be in local hotels . participants are expected to book their own accommodation , though we will provide information and assist where we can . problems should be addressed to cluk2 @ essex . ac . uk . an on-line registration page can be found on our website ( see above ) .",Safe Email
167,"
Beautiful,Custom Websites for $359 Complete!
Beautiful, 100% Custom 
      Websites, $359 Complete!
Get a beautiful, 100% Custom Web Site (or 
                        yours redesigned)Ã‚Â for only 
                        $359!*We have references coast to 
                        coastÃ‚Â and will give you plenty of sites to 
                        view!
Includes up to 
                  7 pages (you can add more), java rollover buttons, feedback 
                  forms, more. It will be constructed to your taste and 
                  specifications. We do not use templates,Ã‚Â  our sites 
                  are completely custom.Ã‚Â Ã‚Â Ã‚Â  *Must host with us @ 
                  $19.95/mo (100 Megs, 20 Email accounts, Control Panel, Front 
                  Page, Graphical Statistics, 
                  more).Ã‚Â 
For sites to 
                  view, complete below or call our message center at 
                  321-726-2209 (24 hours). Your call will be returned 
                  promptly.NOTE:Ã‚Â Ã‚Â  If you are using a web 
                  based email program (such as Yahoo, Hotmail, etc.) the form 
                  below will not work.Ã‚Â  Instead of using the 
                  form,Ã‚Â  CLICK 
                  HERE .Ã‚Â Ã‚Â Ã‚Â  Name: Phone 
                  w/AC*:State: Type Project: New Site:Redesign Flash Intro/bannerÃ‚Â Ã‚Â  Current 
                  site?:Comments:Ã‚Â Ã‚Â If you do not wish to 
            receive our messages, CLICK 
            HERE Ã‚Â  (Please enter 
            ALL email addresses (in the body of the message) you wish to have 
            eliminated from future 
        mailings.[8734IcUm5-941FzRj1099DvNh4-450ZrLD0601Vnia4-052sMEW9113qIaU3-562mEwQ9923iBvN2-17@75]
",Phishing Email
168,"http://www.guardian.co.uk/uk_news/story/0,3604,781616,00.htmlBritons stand tall, if slightly heavy, in EuropeJohn Carvel, social affairs editor
Wednesday August 28, 2002
The GuardianNot every European dimension has been harmonised in Brussels yet. According
to the Department for Trade and Industry, the average Briton stands head,
shoulders, girth and bottoms above their continental partners.
The figures come in a new edition of the department's handbook of
anthropometric and strength measurements, compiled by ergonomists at the
University of Nottingham to help manufacturers design products to fit
people's shape.
The volume provides 294 measurements ranging from the distance between the
inner corners of the eyes to the length of the leg between the crease below
the buttock to the crease at the back of the knee.
It has discovered that the average British man is 36 millimetres (1 inches)
taller than his French counterpart.
The mean height of UK citizens is 1,755.1mm (5ft 9in). Among European men
only the Dutch are taller, averaging 1,795mm and with a clear height
advantage over the US men's average of 1,760.4.
The average British woman is 1,620mm tall (just under 5ft 4in), compared
with 1,604mm for her French counterpart, 1,610mm for the Italians and
1,619mm for the Germans. Swedish women average 1,640mm, Dutch 1,650mm and
Americans 1,626.7mm
More disturbingly, British men and women are heavier than all the other
nationalities except the Americans, averaging 79.75 kilos for British men
and 66.7 for women.
The average British woman has a chest measurement of 1,007.8mm (39.7
inches), compared with 965mm for the Italians, 912.6mm for the Japanese and
806mm for Sri Lankans. American women also top this scale with an average of
1,047.2mm.
The average British woman's waist is 840.6mm (33 inches) - also second
largest behind the Americans. But her bottom at 873.7mm is considerably
smaller than the Italians at 916mm who beat the Americans into second place.
The average British male foot is 266.8mm long (10.5 inches), 6mm longer than
the French and Germans, 3mm more than the Italians and 1mm more than the
Swedes. But they are just beaten by the Americans at 267.8mm and massively
outstripped by the Dutch at 275mm.
However Dutch women have daintier feet than the British, averaging 240mm
compared with 241.1mm in the UK (9.5 inches). German women average 242mm,
compared with 245mm for the Swedes and 242.1mm for the Americans.
The DTI has a less than exhaustive record of ring finger lengths, but on the
available evidence the British man's finger at 78.7mm (3.1 inches) is 1.7mm
longer than his German counterpart, but 0.2mm shorter than the American
average.
The British woman's ring finger at 72.6mm is 0.4mm smaller than her German
counterpart and 0.3mm smaller than the American.
Beverley Norris, research fellow at Nottingham university's institute for
occupational ergonomics, said the figures were useful for product designers.
The department has recently completed a study of the pulling force needed to
open ring pull cans.------------------------ Yahoo! Groups Sponsor ---------------------~-->
4 DVDs Free +s&p Join Now
http://us.click.yahoo.com/pt6YBB/NXiEAA/MVfIAA/7gSolB/TM
---------------------------------------------------------------------~->To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ ",Safe Email
169,"URL: http://scriptingnews.userland.com/backissues/2002/09/24#When:8:14:24PM
Date: Wed, 25 Sep 2002 03:14:24 GMTNote to self: Read the pingback spec[1]. Form opinion.[1] http://www.hixie.ch/specs/pingback/pingback
",Safe Email
170,"fw : eog pronghorn i / c bldg . michelle the material for the i / c is ready to ship to eog . do we go ahead and send the material or hold till they pay ? the material is in the roswell cdc and will remain there with the exception of the building , till we receive your response . earl chanely - - - - - original message - - - - - from : lkunkel @ trigon - sheehan . com @ enron [ mailto : imceanotes - lkunkel + 40 trigon - sheehan + 2 ecom + 40 enron @ enron . com ] sent : friday , august 03 , 2001 1 : 13 pm to : earl _ chanley @ enron . com subject : fw : eog pronghorn i / c bldg . ec , i got a call from mike abbott today and the building is ready to go . do you know if michelle has an agreement made or any $ for this material . or , should we have this shipped to them on a "" good faith "" basis . in the previous attached memo , i told eog that i would let them know when the building is ready , so i owe them a call as soon as i find out how enron wants me to handle the material . if you want me to call michelle directly , i can do that , too , just let me know . thanks and have a great weekend ! laura j . kunkel project manager trigon - sheehan , llc 505 / 627 - 9124 lkunkel @ trigon - sheehan . com > - - - - - original message - - - - - > from : laura kunkel > sent : tuesday , july 24 , 2001 3 : 43 pm > to : ' jerry _ ball @ eogresources . com ' ; ' don _ pitts @ eogresources . com ' > cc : earl chanley ( e - mail ) > subject : eog pronghorn i / c bldg . > > i talked with abbott building co . today and they said the building for > this project should be ready in about a week . they will call when it is > ready to go and we ' ll let you know . > laura j . kunkel > project manager > trigon - sheehan , llc > 505 / 627 - 9124 > lkunkel @ trigon - sheehan . com >",Safe Email
171,"photoshop , windows , office . cheap . forecasted starving slicker smith hiding asphalt pocketbook shuttling lashings gorge taxed detected spruced raoul reconsider applied gangling scientific imminently octobers rico appendices transmitter remarkableness explore beading chronicles increments felice obituary angelica perpetrations fake maynard philosopher inboard",Phishing Email
172,"Norton AD
Ã‚Â 
      ATTENTION:
            This is a MUST for ALL Computer Users!!!
Ã‚Â *NEW
      - Special Package Deal!*
Norton
            SystemWorks 2002 Software Suite
            -Professional Edition-
Includes
            Six - Yes 6! - Feature-Packed UtilitiesALL
            for 1
            Special LOW
            Price!
This Software Will:- Protect your
            computer from unwanted and  hazardous viruses- Help secure your
            private & valuable information- Allow you to transfer files
            and send e-mails  safely- Backup your ALL your data quick and
            easily- Improve your PC's performance w/superior
            integral diagnostics!Ã‚Â 
      
6
Feature-Packed Utilities
1
 Great
            Price             A $300+  Combined Retail Value
            YOURS for Only $29.99!
<Includes
            FREE Shipping!>
 Don't fall prey to destructive viruses
    or hackers!ProtectÃ‚Â  your computer and your valuable  information
    and
->
            CLICK HERE to Order Yours NOW! <-
Click
      here for more information
Ã‚Â Ã‚Â Ã‚Â Ã‚Â Ã‚Â Ã‚Â Ã‚Â 
      Your
      email address was obtained from an opt-in list. Opt-in MRSA List
      Ã‚Â Purchase Code # 312-1-010.Ã‚Â Ã‚Â If you wish to be unsubscribed
      from this list, please Click
      here and press send to be removed. If you have previously unsubscribed
      and are still receiving this message, you may email our Spam
      Abuse Control Center. We do not condone spam in any shape or form.
      Thank You kindly for your cooperation.
",Phishing Email
173,"role description for promotions memo scott pleus serves as business controller for enron ' s emerging products . these businesses include bandwidth , pulp and paper , and weather . his primary responsibilities include day - to - day functions of risk management , confirmations , pulp and paper scheduling , and settlements as well as long term system development . hope this helps .",Safe Email
174,"meter 8740 dec 99 daren - can you set up a delivery deal for meter 8740 for jan 00 and dec . 99 ? i checked oss and there is an 089 operational contract that took the swing in case the meter flows more or less than the nom . third party contracts are supposed to stay whole . days 12 - 14 did not flow enough to cover the noms for western . we have the same problem on jan . 25 . please let me know , brenda herod would like this resolved today , as would i . - aimee - - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 03 / 22 / 2000 01 : 10 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - aimee lannou 03 / 06 / 2000 04 : 36 pm to : stacey neuweiler / hou / ect @ ect cc : thu nguyen / hou / ect @ ect subject : meter 8740 dec 99 stacy - can you please set up a new deal for meter 8740 for dec . 99 . the problem with this meter is , all third party transports should stay whole and hpl takes the swing . several days the meter did not flow enough and the third parties did not receive all of their gas . i need a delivery set up so the 3 rd parties will stay whole . if you have any questions , please let me know . thanks . - aimee - - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 03 / 06 / 2000 04 : 30 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - from : thu nguyen 03 / 06 / 2000 04 : 14 pm to : aimee lannou / hou / ect @ ect cc : george grant / hou / ect @ ect subject : meter 8740 dec 99 aimee , we are still having problem with this meter . from what i understand of our conversation a week or two ago , hpl needs to take the swing to keep the other contracts whole . in the case where we have excess flow the hpl ( r ) contract takes the swing . so in the case where we are short , shouldn ' t we have a hpl ( d ) contract to take the swing ? please let me know if this will work . i need to get back with settlement today . thanks thu",Safe Email
175,"urgent safeharbor department warning urgent safeharbor department warning we recently have determined that different computers have logged into your ebay account , and multiple password failures were present before the login one of our customer service employees has already tryed to telephonically reach you . as our employee did not manage to reach you , this email has been sent to your notice . therefore your account has been temporary suspended . we need you to confirm your identity in order to regain full privileges of your account . if this is not completed by june 27 , 2005 , we reserve the right to terminate all privileges of your account indefinitly , as it may have been used for fraudulent purposes . we thank you for your cooperation in this manner . to confirm your identity please follow the link below . ( to complete the verification process you must fill in all the required fields ) please note : if your account informations are not updated within the next 72 hours , then we will assume this account is fraudulent and will be suspended . we apologize for this inconvenience , but the purpose of this verification is to ensure that your ebay account has not been fraudulently used and to combat fraud . we apreciate your support and understading , as we work together to keep ebay a safe place to trade . thank you for your patience and attention in this important matter . regards , safeharbor departmentebay inc . do not respond to this e - mail , as your reply will not be received . copyright 2004 ebay inc . all rights reserved . designated trademarks and brands are the property of their respective owners . ebay and the ebay logo are trademarks of ebay inc . is located at hamilton avenue , san jose , ca 95125",Phishing Email
176,"Here's a weird and wacky problem:I'm currently out of the country with my trusty Evo N600c laptop. When I 
tried to use the serial port to talk to my mobile phone, Linux behaved 
pretty much as if the port was fried. Bizarre, I thought, because I'd 
used it successfully while in the office. The only difference was that I 
was trying the thing in the hotel. I entertained brief notions of having 
somehow fried the serial drivers, then rebooted the laptop to Windows 
and tried again. Worked perfectly. Back to Linux. Still not talking. 
Considered that it might be flaky power, so I ran the laptop on battery. 
Nope. Tried moving the laptop to a differnet part of the room where 
there might be less bogon flux. Still not working. Eventually I gave up 
and used the IrDA port instead - which is usually the serial connection 
of doom, grief, and teeth-grinding.This morning, in the office, the damn thing is working without a hitch.Anyone like to suggest what mystery technology is in use in the hotel 
that prevents serial ports from working under Linux?Cheers,
Waider.
-- 
waider@waider.ie / Yes, it /is/ very personal of me-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",Safe Email
177,"re : thank you vince j kaminski @ ect 03 / 27 / 2000 01 : 02 pm to : tasha lair / hr / corp / enron @ enron cc : vince j kaminski / hou / ect @ ect , grant masson / hou / ect @ ect subject : re : tasha , yes , i think li xiao deserves the bonus . vince kaminski tasha lair @ enron 03 / 21 / 2000 02 : 24 pm to : vince j kaminski / hou / ect @ ect cc : subject : vince , linda vargo asked me because i am the administrator of employee referral program to contact you on whether or not li xiao is eligible for a bonus on his referral of alex huang . i have informed linda that the decision up to you . if you feel that alex huang was hired as a result of li bringing him to the attention of enron then the bonus is due . linda and yourself have communicated via e - mail on this issue in early february and it appears from that correspondence that li did encourage alex to e - mail his resume to you . please advise as to whether or not you want to award the bonus . thank you",Safe Email
178,"
BODY {font-family=""Arial""}
TT {font-family=""Courier New""}
BLOCKQUOTE.CITE {margin:0; padding-left:0.5em; border-left:2px solid;}
SPAN.TABOOHEADER {display=none}Online Loan Service
What Are You Waiting For?
 
Rates Have Dipped....Approvals Are Up!
7
Now you can shop for your home loan and get the best deal possible 
through our
 
Online Home Loan Service. Free with 
no obligation!
Act Now! This is the time to take advantage of falling interest 
rates.
Regardless of your 
credit or income level, money is available for any situation. 
We are working with many lenders who will offer you the best deal possible fora home loan based on your situation. 
Refinance to a lower 
rate and payment with or without cash in your pocket.
Second Mortgage or an Equity Line to pay off bills, improve your 
home or just get some cash for what ever purpose you like.
We have eliminated the 
hassle of shopping for a loan. 
It's simple an fast!
Just complete our 
2 minute form which provides the data base
with the information needed to evaluate your situation and get you a free loan 
quotation.
We don't pull your 
credit or ask for your social security number.
It is that easy!
Just CLICK HERE and watch 
the lenders compete for your business. You are in charge!We apologize for any email you may have inadvertently received.
Please
CLICK HERE 
to opt out from future newsletters.
9455qyBX6-240Yxfy9620HnbI4-618JPZu7866ZfVB3-590sOHD5982LDnl552163euDu5-512jPdy6605FwVf4-771cAuR6578vpMg9-113Zl45",Phishing Email
179,"CENTRAL BANK OF NIGERIA
FOREIGN REMITTANCE DEPT.
TINUBU SQUARE, LAGOS  NIGERIA
EMAIL-smith_j@mailsurf.com
23TH OF August 2002ATTN:PRESIDENT/CEO
                    STRICTLY PRIVATE BUSINESS PROPOSAL
I am MR.Johnson S. Abu, the bills and exchange Director at the
ForeignRemittance Department of the Central Bank of Nigeria.  I am 
writingyou
this letter to ask for your support and cooperation to carrying thisbusiness
opportunity in my department.  We discovered abandoned the sumof
US$37,400,000.00 (Thirty seven million four hundred thousand unitedstates
dollars) in an account that belong to one of our foreign customers,an
American
late Engr. John Creek (Junior) an oil merchant with the federal government
of
Nigeria who died along with his entire family of a wifeand two children in
Kenya Airbus (A310-300) flight KQ430 in November2000.Since we heard of his death, we have been expecting his next of kin tocome
over
and put claims for his money as the heir, because we cannotrelease the fund
from his account unless someone applies for claims asthe next  of kin to the
deceased as indicated in our banking guidelines. Unfortunately, neither
their
family member nor distant relative hasappeared to claim the said fund.  Upon
this discovery, I and other officialsin my department have agreed to make
business with you release the totalamount into your account as the heir of
the
fund since no one came forit or discovered either maintained account with
our
bank, other wisethe fund will be returned to the bank treasury as unclaimed
fund.We have agreed that our ratio of sharing will be as stated thus: 30%for
you as
foreign partner and 70% for us the officials in my department.Upon the successful completion of this transfer, my colleague and I
willcome to
your country and mind our share. It is from our 60% we intendto import
computer
accessories into my country as way of recycling thefund.  To commence this
transaction we require you to immediately indicateyour interest by calling
me
or sending me a fax immediately on the aboveTelefax # and enclose your
private
contact Telephone #, Fax #, full nameand address and your designated
banking co-
 ordinates to enable us fileletter of  claim to the appropriate department
for
necessary approvalsbefore the transfer can be made.Note also, this transaction must be kept strictly confidential becauseof its
nature.NB: Please remember to give me your Phone and Fax NoMR.Johnson Smith  Abu-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",Phishing Email
180,"
    Paul> I suspect the best answer is to make the DBM implementation
    Paul> configurable via bayescustomize.ini (with the default being
    Paul> anydbm).I think you might want to specify the database open function instead of just
the module.  There are three ways to open db files with bsddb (btopen,
hashopen, rnopen).  That will require a little more trickery in Options.py,
but not an insane amount.Skip_______________________________________________
Spambayes mailing list
Spambayes@python.org
http://mail.python.org/mailman/listinfo/spambayes
",Safe Email
181,"alt iii alt iii : announcement and call for papers the third international conference of the association for linguistic typology ( alt iii ) will be held at the university of amsterdam , from august 26 to august 29 , 1999 . the first day of the meeting will be devoted to a workshop on creoles . the local organizer for alt iii will be casper de groot , ifott / atw , spuistraat 210 , nl-1012 vt amsterdam , the netherlands . members and non-members wishing to present a paper at alt iii are asked to send six copies of a one-page abstract to the chair of the program committee , scott delancey ( address below ) , to reach him no later than march 1 , 1999 . a second page ( six copies ) may be attached to the abstract listing data . the program committee will , by may 1 , 1999 , convey its decision on acceptance of papers to those submitting abstracts . each abstract should include the author 's name ( or authors ' names ) and mailing address ( please , just one mailing address for multiple authors ) , including telephone , fax , and e-mail address as available . each abstract should specify the amount of time requested for the presentation , including discussion , which may be 30 , 45 , or 60 minutes . members may also submit abstracts for symposia , including the names of participants and the amount of time requested ( which may , of course , exceed 60 minutes ) . address for mailing abstracts : scott delancey department of linguistics university of oregon eugene , or 97403-1290 , usa for information on the association for linguistic typology contact : johan van der auwera university of antwerp ( uia ) linguistics ( ger ) b-2610 wilrijk , belgium fax : + 32 - 3-8202762 auwera @ uia . ua . ac . be",Safe Email
182,"re : texas logistics info . daren , have you had a chance to complete the texas logistics information for the powerpoint presentation ? you can just write what you would like me to say in a reply to this email . i can put the text in the presentation . i need this info . asap so that i can send the presentation to all of the logistics managers . thanks , elizabeth - - - - - original message - - - - - from : webb , elizabeth sent : tuesday , october 30 , 2001 9 : 03 am to : farmer , daren j . cc : calcagno , suzanne subject : texas logistics info . daren , i need some general information from you about texas logistics for the logistics powerpoint presentation . can you please get this info . to me by tomorrow , wednesday , october 31 at 5 pm ? the slide that i need you to complete is # 36 - texas gas logistics information . thanks , elizabeth > elizabeth webb elizabeth . webb @ enron . com 713 - 345 - 1694",Safe Email
183,"videoconferences w / enron team and host : i have set up the following dates / times for videoconferences . unfortunately , 4 : 00 - 6 : 00 was not available , so i arranged for 4 : 30 - 6 : 30 pm on the following dates . i hope this does not cause anyone inconvenience , but i took time and space that was available . note : i did not schedule during interview week , finals week or spring break . 1 / 25 shdh 1203 2 / 1 shdh 1203 2 / 15 shdh 1203 3 / 1 shdh 215 3 / 22 shdh 215 3 / 29 shdh 215 any questions , please contact the fap office . donna piazze program director field application project the wharton school univ . of pennsylvania 215 . 573 . 8394 fax 215 . 573 . 5727 fap @ management . wharton . upenn . edu piazze @ wharton . upenn . edu",Safe Email
184,">>From the Hoax or Hack Dept:
Digital Needle - A Virtual Gramophone , a reported method to scan yourr
old LPs on a flat bed scanner and then use the resulting images to make
MP3's of the fine playing conatined therein. Its all still sketchy to the
point of possible hoaxdom, but the idea is dang interesting.http://www.cs.huji.ac.il/~springer/
",Safe Email
185,"re : current drafts of highstar / ena documents stuart , per our discussion of earlier this afternoon , i am forwarding a series of e : mails that contain the latest drafts of the three principal documents - - the spa , the asset management agreement , and the brokerage agreement - - as well as the schedules & exhibits to the spa . the spa and the schedules / exhibits are ena ' s latest drafts and the other two documents are aig ( milbank tweed ' s ) responses . heather kroll and i plan to meet at bracewell tomorrow morning at 9 : 00 a . m . the aig / milbank folks are expected to arrive around 10 : 00 , and we believe you could provide valuable input should you be in a position to attend on such short notice . as you will see from the milbank markups a number of significant issues remain . for example , their addition of ( ii ) to section 8 ( c ) of the brokerage agreement shows that aig has yet to agree that ect securities liability for performance defaults should be limited to termination . its going to be an interesting week . glad to have your insight . steve - - - - - forwarded by steve van hooser / hou / ect on 05 / 07 / 2001 04 : 13 pm - - - - - "" jay sonnenberg "" 05 / 03 / 2001 07 : 42 pm to : , , , , cc : "" clark thompson "" , , , , subject : re : securities purchase agreement ( highstar / ena ) attached please find clean and black - lined versions of the spa . the black - lined version is marked to show changes against the draft distributed by mth & m on april 27 , 2001 . the riders distributed last night have been incorporated into this draft without any modifications . please note that in the interest of time , i am forwarding the attached without the benefit of review by ena , and therefore it remains subject to any comments that they might have . best regards , jay jay sonnenberg bracewell & patterson , l . l . p . 711 louisiana st . , suite 2900 houston , tx 77002 - 2781 ( 713 ) 221 - 1417 ( ph ) ( 713 ) 221 - 2158 ( fax ) - # 1269388 vred - securities purchase agreement ( aig ) . doc - # 1269388 vl 0 - securities purchase agreement ( aig ) . doc - - - - - forwarded by steve van hooser / hou / ect on 05 / 07 / 2001 04 : 13 pm - - - - - "" jay sonnenberg "" 05 / 04 / 2001 03 : 48 pm to : , , , , cc : "" clark thompson "" , , , , subject : exhibits & schedules i have attached an initial draft of the exhibits and schedules to the securities purchase agreement . best regards , jay jay sonnenberg bracewell & patterson , l . l . p . 711 louisiana st . , suite 2900 houston , tx 77002 - 2781 ( 713 ) 221 - 1417 ( ph ) ( 713 ) 221 - 2158 ( fax ) - spa disclosure schedule . doc - - - - - forwarded by steve van hooser / hou / ect on 05 / 07 / 2001 04 : 13 pm - - - - - wbice @ milbank . com 05 / 04 / 2001 04 : 56 pm to : cthompson @ bracepatt . com , heather . kroll @ enron . com , ozzie . pagan @ enron . com , steve . van . hooser @ enron . com , swanita _ 99 @ yahoo . com , jsonnenberg @ bracepatt . com cc : bob . percopo @ aig . com , christopher . lee @ aig . com , michael . walsh @ aig . com , jgrushkin @ milbank . com subject : re : exhibits ( 2 ) the riders to the securities purchase agreement and ( 3 ) the asset management agreement . we have included clean and marked versions of each ( marked versus the most recent drafts received from b christopher . lee @ aig . com ; michael . walsh @ aig . com ; jgrushkin @ milbank . com ; wbice @ milbank . com cc : clark thompson ; heather . kroll @ enron . com ; ozzie . pagan @ enron . com ; steve . van . hooser @ enron . com ; swanita _ 99 @ yahoo . com subject : exhibits & schedules i have attached an initial draft of the exhibits and schedules to the securities purchase agreement . best regards , jay jay sonnenberg bracewell & patterson , l . l . p . 711 louisiana st . , suite 2900 houston , tx 77002 - 2781 ( 713 ) 221 - 1417 ( ph ) ( 713 ) 221 - 2158 ( fax ) > this e - mail message may contain legally privileged and / or confidential information . if you are not the intended recipient ( s ) , or the employee or agent responsible for delivery of this message to the intended recipient ( s ) , you are hereby notified that any dissemination , distribution or copying of this e - mail message is strictly prohibited . if you have received this message in error , please immediately notify the sender and delete this e - mail message from your computer . - 5 - 4 clean ama . doc - 5 - 4 amaredline . doc - 5 - 4 brokeragered . doc - 5 - 4 revised brokerage . doc - riders to spa . doc - sparidersred . doc",Safe Email
186,"syntax / semantics of gradable adjectives kennedy , christopher ; projecting the adjective : the syntax and semantics of gradability and comparison ; 0-8153 - 3349 - 8 , cloth ; page 262 , $ 61 ; garland publishing ; outstanding dissertations in linguistics . this book investigates the core meaning and syntactic distribution of gradable adjectives : adjectives such as long , short , bright and dim , with respect to which objects can be ordered and compared . the central thesis is that gradable adjectives should be semantically characterized as measure functions : expressions that map objects onto abstract representations of measurement , or degrees . a second major claim is that degrees should be formalized as intervals on a scale , rather than discrete points , as standardly assumed . these proposals are supported by a number of empirical arguments involving the interpretation of comparative constructions in english , including scope phenomena , incommensurability , and the semantic behavior of antonymous adjectives . in addition , the semantic analysis is shown to support a straight forward compositional interpretation of syntactic representations in which adjectives project extended functional structure headed by degree morphology , thus bringing the analysis of the adjectival projection in line with current theoretical assumptions about the phrase structure and interpretation of the nominal and verbal projections . the proposals are formalized in terms of model-theoretic semantics and the principles and parameters syntactic framework . the text includes a comprehensive overview of previous approaches to the semantic analysis of gradable adjectives , as well as an introduction to some of the fundamental questions and puzzles involving the syntax and semantics of comparatives , and it presents new data which provide insight into the relation between comparatives and ellipsis . this book will be of interest to scholars in the areas of natural language semantics and the syntax-semantics interface , adjectives , comparative constructions , vagueness , antonymy , and english grammar in general . e - mail : info @ garland . com",Safe Email
187,"emily ' s first pictures just so you can see where my paycheck now goes . what a great way to spend money ! djs here are some pictures from the first roll of film - emily was about 5 or 6 days old . she brings me joy i never thought possible . and i ' m sure some day she ' ll bring me some pain , but i ' m not thinking about that right now . i didn ' t know how easy it was to fall in love . i am a different person ( better ) because of her . yesterday , we made our first trip to the pediatrician and he said that she was doing fine . she gained 7 ounces ! she ' s quite a good little eater . we are settling into a routine and she sleeps about 4 hours at a time so it gives me time to get a fair amount of rest . we ' ll probably make a trip down to the eb in a few weeks and i ' ll be sure to let you know exactly when . i hope you all are doing well - - stay in touch . here ' s the pictures . . . . . ( by the way , the blonde at the hospital with me is my youngest sister , kerri )",Safe Email
